ID,month_no,flat_type,storey_range,floor_area_sqm,lease_commence_date,resale_price
15922,24202,4,4,101,1999,385000
15923,24202,4,1,95,2012,390000
15924,24202,4,10,102,2000,375000
15925,24202,4,1,93,2013,392000
15926,24202,4,7,92,2011,405000
15927,24202,4,13,95,2013,447000
15928,24202,4,10,92,2011,448000
15929,24202,4,1,92,2005,375000
15930,24202,4,13,92,2011,450000
15931,24202,4,1,91,2006,415000
15932,24202,4,7,92,2009,520000
15933,24202,4,4,90,2009,515000
15934,24202,4,1,90,2006,383000
15935,24202,4,1,90,2009,500000
15936,24202,4,7,85,2001,410000
15937,24202,4,1,94,2001,354000
15938,24202,4,7,90,2001,408000
15939,24202,4,10,96,2000,378000
15940,24202,4,10,102,1999,415000
15941,24202,4,10,100,1999,410000
15942,24202,4,22,94,2004,380000
15943,24202,4,25,95,2012,465000
15944,24202,4,19,96,2010,450000
15945,24202,4,19,95,2005,400000
15946,24202,4,10,95,2012,410000
15947,24202,4,4,93,2012,408000
15948,24202,4,16,94,2012,450000
15949,24202,4,13,94,2012,430000
15950,24202,4,13,94,2012,439000
15951,24202,4,16,95,2004,410000
15952,24202,4,19,94,2012,470000
15953,24202,4,7,95,2012,415000
15954,24202,4,10,95,2005,403000
15955,24202,4,7,91,2005,385000
15956,24202,4,10,90,2003,380000
15957,24202,4,1,91,2005,365000
15958,24202,4,1,91,2000,350000
15959,24202,4,13,85,2000,356000
15960,24202,4,4,91,2001,340000
15961,24202,4,4,96,2000,333000
15962,24202,4,7,101,2001,360000
15963,24202,4,13,101,1999,395000
15964,24202,4,1,90,2001,320000
15965,24202,4,4,101,1999,365000
15966,24202,4,1,100,1999,345000
15967,24202,4,13,104,1999,410000
15968,24202,4,4,93,2010,500000
15969,24202,4,4,90,2009,495000
15970,24202,4,10,90,2002,425000
15971,24202,4,1,94,2011,392000
15972,24202,5,4,111,2001,456000
15973,24202,5,13,111,2001,475000
15974,24202,5,1,110,2002,440000
15975,24202,5,4,110,2003,420000
15976,24202,5,13,110,2003,470000
15977,24202,5,13,110,2003,485000
15978,24202,5,10,110,2003,468000
15979,24202,5,10,110,2003,440000
15980,24202,5,7,111,2003,400000
15981,24202,5,1,111,2003,385000
15982,24202,5,16,110,2001,468888
15983,24202,5,1,110,2003,435000
15984,24202,5,1,110,2002,370000
15985,24202,5,13,118,2012,550000
15986,24202,5,10,122,1999,478000
15987,24202,5,7,110,2001,460000
15988,24202,5,7,116,2000,468000
15989,24202,5,10,110,2000,510000
15990,24202,5,10,110,2001,490000
15991,24202,5,10,110,2000,465000
15992,24202,5,13,110,2001,515000
15993,24202,5,1,110,2002,400000
15994,24202,5,13,123,1999,485000
15995,24202,5,10,122,1999,500000
15996,24202,5,22,115,2004,439000
15997,24202,5,10,114,2004,490000
15998,24202,5,16,114,2004,470000
15999,24202,5,16,110,2004,490000
16000,24202,5,19,110,2004,483000
16001,24202,5,1,110,2004,438000
16002,24202,5,13,116,1999,440000
16003,24202,5,13,111,2003,410000
16004,24202,5,7,110,2000,368000
16005,24202,5,4,111,2001,420000
16006,24202,5,13,115,2000,420000
16007,24202,5,4,116,1999,407000
16008,24202,5,1,119,1999,420000
16009,24202,5,4,121,1998,475000
16010,24202,5,10,110,2001,475000
16011,24202,5,7,110,2001,465000
16012,24202,5,13,110,2001,502000
16013,24202,5,10,110,2003,528000
16014,24202,5,7,110,2001,532000
16015,24202,5,1,110,2002,448000
16016,24202,5,10,110,2001,510000
16017,24202,6,13,127,2002,572889
16018,24202,6,4,130,2001,560000
16019,24202,6,7,125,2003,573000
16020,24202,6,4,128,2003,455000
16021,24202,6,10,134,2001,550000
16022,24202,6,7,130,2001,595000
16023,24202,6,1,129,2000,488000
16024,24202,6,4,142,1998,528000
16025,24202,6,10,141,1998,561000
16026,24202,2,7,44,1978,250000
16027,24202,2,7,44,1978,253000
16028,24202,3,13,64,1983,320000
16029,24202,3,13,64,1978,339004
16030,24202,3,4,67,1984,305000
16031,24202,3,1,75,1985,290000
16032,24202,3,4,64,1988,270088
16033,24202,3,1,67,1985,298000
16034,24202,3,4,69,1984,298000
16035,24202,3,4,64,1986,265000
16036,24202,4,10,98,1978,488000
16037,24202,4,1,93,1985,500000
16038,24202,4,10,105,1985,625000
16039,24202,4,7,84,1986,550000
16040,24202,4,7,104,1986,610000
16041,24202,4,1,91,1985,425000
16042,24202,4,4,91,1985,475000
16043,24202,4,4,96,1985,465000
16044,24202,4,7,93,1985,460000
16045,24202,4,4,92,1985,420000
16046,24202,4,4,99,1984,450000
16047,24202,4,7,105,1989,651500
16048,24202,4,7,109,1989,622000
16049,24202,4,1,91,1985,310000
16050,24202,4,10,93,1986,390000
16051,24202,4,7,100,1997,410000
16052,24202,5,7,115,1999,750000
16053,24202,5,7,115,1999,752500
16054,24202,5,4,121,1986,460000
16055,24202,5,10,119,1997,528000
16056,24202,5,7,124,1992,508000
16057,24202,5,7,132,1992,490000
16058,24202,6,4,146,1986,858000
16059,24202,6,10,146,1989,888000
16060,24202,6,7,149,1992,645000
16061,24202,3,4,74,1988,340000
16062,24202,3,1,74,1984,300000
16063,24202,3,7,75,1984,355000
16064,24202,3,4,67,1985,322000
16065,24202,3,10,79,1983,368000
16066,24202,3,4,75,1984,325000
16067,24202,3,1,79,1984,340000
16068,24202,3,10,73,1984,375000
16069,24202,3,1,74,1984,310000
16070,24202,3,10,74,1984,338000
16071,24202,3,4,73,1984,326000
16072,24202,3,7,67,1985,321000
16073,24202,3,4,73,1985,300000
16074,24202,3,7,74,1985,341500
16075,24202,3,7,60,1985,310000
16076,24202,3,7,74,1985,345000
16077,24202,3,7,74,1985,320000
16078,24202,3,4,73,1984,320000
16079,24202,3,1,73,1984,335000
16080,24202,3,1,74,1988,305000
16081,24202,3,10,74,1985,320000
16082,24202,4,1,84,1987,385000
16083,24202,4,1,84,1988,360000
16084,24202,4,1,104,1984,475000
16085,24202,4,4,104,1984,420000
16086,24202,4,4,105,1984,430000
16087,24202,4,7,91,1985,408000
16088,24202,4,4,100,1997,430000
16089,24202,4,4,101,1997,435000
16090,24202,4,7,106,1993,438000
16091,24202,4,1,114,1989,485000
16092,24202,4,10,91,1984,475000
16093,24202,4,10,98,1985,480000
16094,24202,4,4,104,1984,410000
16095,24202,4,10,96,1985,457000
16096,24202,4,4,105,1996,395000
16097,24202,4,4,111,1995,420000
16098,24202,4,7,107,1996,412000
16099,24202,4,4,107,1996,403000
16100,24202,4,4,84,1986,362000
16101,24202,4,4,106,1996,400000
16102,24202,4,10,84,1985,386000
16103,24202,4,4,106,1993,406000
16104,24202,4,7,114,1989,447000
16105,24202,4,4,105,1993,405000
16106,24202,4,10,113,1990,425000
16107,24202,4,4,107,1993,418000
16108,24202,4,4,102,1996,440000
16109,24202,4,10,100,1997,426000
16110,24202,4,4,100,1997,425000
16111,24202,4,7,103,1997,418800
16112,24202,4,4,99,1997,422000
16113,24202,4,1,104,1988,395000
16114,24202,4,13,104,1989,440000
16115,24202,4,4,104,1988,432000
16116,24202,4,7,104,1985,450000
16117,24202,4,16,107,1995,520000
16118,24202,4,7,104,1986,446000
16119,24202,4,1,84,1985,365000
16120,24202,4,7,84,1988,367000
16121,24202,4,10,107,1988,455000
16122,24202,4,7,104,1984,465000
16123,24202,4,7,104,1984,495000
16124,24202,4,4,105,1984,470000
16125,24202,4,4,106,1984,460000
16126,24202,5,10,107,2011,720000
16127,24202,5,10,107,2011,715000
16128,24202,5,10,119,1996,640000
16129,24202,5,4,122,1988,535000
16130,24202,5,4,122,1988,542000
16131,24202,5,4,122,1987,527000
16132,24202,5,10,122,1988,600000
16133,24202,5,4,119,1997,610000
16134,24202,5,1,128,1993,438000
16135,24202,5,7,108,2008,703500
16136,24202,5,13,108,2008,700000
16137,24202,5,4,133,1984,560000
16138,24202,5,4,133,1984,530000
16139,24202,5,10,121,1984,540000
16140,24202,5,1,121,1985,465000
16141,24202,5,7,133,1985,508000
16142,24202,5,10,133,1985,498000
16143,24202,5,7,131,1996,505000
16144,24202,5,7,126,1996,460000
16145,24202,5,4,120,1997,520000
16146,24202,5,4,122,1997,440000
16147,24202,5,1,119,1997,489000
16148,24202,5,4,122,1986,470000
16149,24202,5,4,122,1993,483000
16150,24202,5,1,120,1993,482000
16151,24202,5,7,122,1993,472000
16152,24202,5,1,125,1997,500000
16153,24202,5,10,124,1997,525000
16154,24202,5,1,121,1989,455000
16155,24202,6,1,146,1988,680000
16156,24202,6,7,146,1989,710000
16157,24202,6,7,148,1984,725000
16158,24202,6,4,142,1984,740000
16159,24202,6,4,150,1993,685000
16160,24202,6,7,147,1996,665000
16161,24202,6,7,146,1995,660000
16162,24202,6,1,142,1993,622000
16163,24202,6,1,148,1986,610000
16164,24202,6,7,143,1986,695000
16165,24202,6,10,143,1997,630000
16166,24202,6,4,148,1995,780000
16167,24202,2,4,40,1968,253000
16168,24202,2,4,40,1968,260000
16169,24202,2,1,43,1967,210000
16170,24202,3,7,66,1973,275000
16171,24202,3,7,66,1973,270000
16172,24202,3,4,67,1970,318000
16173,24202,3,4,66,1972,280000
16174,24202,3,7,66,1970,303000
16175,24202,3,4,65,1967,298000
16176,24202,3,16,67,1970,357888
16177,24202,3,4,68,1970,320000
16178,24202,3,10,66,1970,300000
16179,24202,3,7,68,1970,340000
16180,24202,3,7,67,1970,330000
16181,24202,3,16,68,1970,336000
16182,24202,3,7,77,1971,400000
16183,24202,3,7,68,1970,300000
16184,24202,3,10,72,1969,383000
16185,24202,3,7,67,1970,303000
16186,24202,3,1,66,1970,265000
16187,24202,3,7,67,1969,275000
16188,24202,3,4,66,1970,315000
16189,24202,3,1,66,1970,267000
16190,24202,3,4,67,1970,350000
16191,24202,3,4,67,1969,275000
16192,24202,3,7,66,1981,282000
16193,24202,3,10,76,1976,320000
16194,24202,3,7,65,1976,302000
16195,24202,3,7,74,1984,428000
16196,24202,3,1,67,1972,337000
16197,24202,3,1,67,1972,310000
16198,24202,3,1,67,1970,305000
16199,24202,3,7,67,1971,300000
16200,24202,3,1,65,1973,325000
16201,24202,3,7,57,1968,300000
16202,24202,3,4,57,1968,235000
16203,24202,4,10,106,1984,440000
16204,24202,4,1,104,1995,515000
16205,24202,4,4,105,1997,655000
16206,24202,4,31,91,2006,745000
16207,24202,4,16,82,1975,400000
16208,24202,4,10,82,1976,375000
16209,24202,4,7,82,1976,360000
16210,24202,4,10,82,1975,360000
16211,24202,4,22,103,1984,620000
16212,24202,4,10,76,2009,615000
16213,24202,4,4,92,2009,550000
16214,24202,4,1,87,1973,400000
16215,24202,5,13,125,1993,695000
16216,24202,5,1,122,1998,648000
16217,24202,6,1,146,1988,645000
16218,24202,6,10,145,1993,868000
16219,24202,6,1,151,1984,900000
16220,24202,3,7,65,1976,242000
16221,24202,3,1,68,1981,243000
16222,24202,3,4,68,1981,250000
16223,24202,3,4,76,1976,270000
16224,24202,3,7,65,1984,265000
16225,24202,3,10,68,1985,270000
16226,24202,3,4,67,1985,308000
16227,24202,3,7,73,1985,305000
16228,24202,3,4,73,1993,295000
16229,24202,4,7,90,1974,268000
16230,24202,4,4,93,1981,290000
16231,24202,4,10,98,1978,343000
16232,24202,4,7,90,1976,269500
16233,24202,4,10,91,1977,296000
16234,24202,4,1,103,1998,316000
16235,24202,4,1,103,1997,335000
16236,24202,4,7,102,1998,342000
16237,24202,4,1,90,1998,340000
16238,24202,4,4,100,1997,370000
16239,24202,4,7,102,1997,372000
16240,24202,4,1,102,1997,338000
16241,24202,4,4,105,2000,383000
16242,24202,4,7,105,1999,420000
16243,24202,4,1,107,1999,375000
16244,24202,4,7,86,2000,315888
16245,24202,4,10,91,2001,370000
16246,24202,4,10,100,1996,363000
16247,24202,4,7,100,1997,362000
16248,24202,4,4,100,1998,348888
16249,24202,4,1,95,1999,320000
16250,24202,4,10,90,1999,335000
16251,24202,4,1,101,1999,360000
16252,24202,4,10,91,1997,340000
16253,24202,4,7,102,1997,350000
16254,24202,4,7,101,1997,355000
16255,24202,4,1,100,1997,328500
16256,24202,4,7,100,1997,375000
16257,24202,4,1,104,2000,380000
16258,24202,4,7,90,2004,375000
16259,24202,4,7,90,2004,370000
16260,24202,4,1,90,2004,357000
16261,24202,4,4,102,1999,354800
16262,24202,4,4,100,1998,345000
16263,24202,4,7,91,1985,350000
16264,24202,4,4,99,1989,338000
16265,24202,4,10,106,1996,364000
16266,24202,4,10,106,1996,366000
16267,24202,4,7,100,1997,350000
16268,24202,4,13,100,1997,360000
16269,24202,4,4,84,1996,300000
16270,24202,4,10,104,1994,365000
16271,24202,5,10,121,1985,420000
16272,24202,5,7,123,1996,468000
16273,24202,5,7,121,1996,480000
16274,24202,5,7,122,1988,438000
16275,24202,5,7,121,1998,420000
16276,24202,5,7,122,1998,430000
16277,24202,5,7,126,1996,540000
16278,24202,5,7,123,1998,472000
16279,24202,5,1,122,1997,496880
16280,24202,5,10,122,1998,400000
16281,24202,5,10,122,1997,435000
16282,24202,5,7,121,1997,405000
16283,24202,5,10,110,2003,430000
16284,24202,5,10,121,1998,410000
16285,24202,5,7,122,1997,390000
16286,24202,5,7,129,2000,455000
16287,24202,5,1,125,1999,480000
16288,24202,5,4,128,2000,425000
16289,24202,5,7,125,1999,420000
16290,24202,5,10,115,2000,400000
16291,24202,5,4,121,2000,390000
16292,24202,5,1,111,2001,405000
16293,24202,5,7,110,2001,418000
16294,24202,5,10,121,2000,418000
16295,24202,5,4,119,1996,408000
16296,24202,5,10,121,1997,425000
16297,24202,5,4,121,1996,468000
16298,24202,5,4,120,2000,410000
16299,24202,5,4,120,2000,439000
16300,24202,5,10,120,1997,480000
16301,24202,5,1,111,2000,430000
16302,24202,5,10,110,2000,450000
16303,24202,5,1,115,2003,395000
16304,24202,5,1,115,2003,393000
16305,24202,5,1,110,2004,395000
16306,24202,5,10,110,2004,390000
16307,24202,5,7,110,2004,368000
16308,24202,5,10,114,2003,438000
16309,24202,5,10,110,2004,395000
16310,24202,5,7,110,2004,380000
16311,24202,5,4,122,1998,394000
16312,24202,5,10,121,1998,459000
16313,24202,5,7,120,1999,440000
16314,24202,5,4,121,1999,430000
16315,24202,5,10,137,1993,528000
16316,24202,5,7,128,1996,445000
16317,24202,6,4,170,1995,670000
16318,24202,6,7,187,1995,700000
16319,24202,6,7,170,1995,640000
16320,24202,6,7,189,1994,720000
16321,24202,6,7,144,1998,580000
16322,24202,6,7,141,1998,588000
16323,24202,6,1,144,1998,525000
16324,24202,6,7,144,1998,588000
16325,24202,6,1,161,1993,598000
16326,24202,6,1,154,1985,588000
16327,24202,6,7,151,1994,580000
16328,24202,6,10,177,1995,670000
16329,24202,3,7,74,1987,300000
16330,24202,3,4,68,1978,280000
16331,24202,3,7,68,1984,275000
16332,24202,3,10,67,1985,321000
16333,24202,3,4,74,1983,268000
16334,24202,3,10,68,1984,290000
16335,24202,3,7,67,1986,280000
16336,24202,3,4,68,1984,271000
16337,24202,3,7,64,1985,318888
16338,24202,3,10,74,1987,337000
16339,24202,3,4,74,1983,270000
16340,24202,3,10,67,1985,260000
16341,24202,3,4,73,1988,280000
16342,24202,3,7,74,1988,283000
16343,24202,3,1,74,1983,267000
16344,24202,3,4,67,1982,277000
16345,24202,3,1,74,1985,260000
16346,24202,3,7,67,1985,290000
16347,24202,3,1,67,1985,273000
16348,24202,3,1,67,1985,298000
16349,24202,3,1,67,1985,300888
16350,24202,3,4,67,1985,303000
16351,24202,3,4,67,1985,322000
16352,24202,3,4,67,1985,325000
16353,24202,3,4,67,1985,311000
16354,24202,3,7,67,1985,295000
16355,24202,3,7,74,1987,270000
16356,24202,3,7,74,1987,282800
16357,24202,3,7,64,1986,272000
16358,24202,3,1,64,1987,270000
16359,24202,3,7,64,1988,275000
16360,24202,3,4,67,1985,310000
16361,24202,3,7,67,1985,334300
16362,24202,3,10,73,1987,336000
16363,24202,4,10,96,2012,450000
16364,24202,4,4,92,2012,425000
16365,24202,4,4,93,2012,380000
16366,24202,4,10,92,2012,405000
16367,24202,4,1,92,2012,358000
16368,24202,4,4,92,2012,380000
16369,24202,4,10,98,2012,448000
16370,24202,4,1,84,1986,315500
16371,24202,4,10,104,1985,435000
16372,24202,4,4,89,1987,335000
16373,24202,4,1,104,1988,370000
16374,24202,4,7,105,1988,356000
16375,24202,4,7,105,1989,340000
16376,24202,4,1,84,1988,288000
16377,24202,4,10,84,1988,320000
16378,24202,4,7,84,1987,302000
16379,24202,4,4,104,1987,340000
16380,24202,4,4,92,2012,400000
16381,24202,4,1,92,2012,380000
16382,24202,4,1,85,1987,292000
16383,24202,4,4,104,1987,380000
16384,24202,4,1,107,1987,405000
16385,24202,4,1,92,2012,383000
16386,24202,4,1,109,1983,342000
16387,24202,4,4,103,1992,390000
16388,24202,4,7,92,2012,385000
16389,24202,4,4,104,1987,420000
16390,24202,4,7,92,2012,405000
16391,24202,4,13,97,2012,439000
16392,24202,4,4,104,1987,440000
16393,24202,4,4,105,1989,355000
16394,24202,4,4,104,1988,325000
16395,24202,4,7,84,1987,320000
16396,24202,4,1,84,1988,300000
16397,24202,4,10,97,2012,440000
16398,24202,4,10,92,2012,410000
16399,24202,4,4,104,1988,415000
16400,24202,4,4,104,1993,358000
16401,24202,4,1,95,1985,365000
16402,24202,4,10,91,1985,320000
16403,24202,4,10,104,1985,388000
16404,24202,4,7,91,1985,380000
16405,24202,4,1,96,1985,350000
16406,24202,4,1,93,1985,378000
16407,24202,4,4,104,1985,358000
16408,24202,4,7,104,1985,363000
16409,24202,4,1,104,1985,343000
16410,24202,4,10,91,1987,350000
16411,24202,4,10,84,1987,345000
16412,24202,4,7,84,1987,335000
16413,24202,4,1,89,1987,325000
16414,24202,4,10,104,1988,385000
16415,24202,4,4,103,1988,430000
16416,24202,4,10,103,1988,445000
16417,24202,5,13,121,1986,456888
16418,24202,5,1,122,1988,405000
16419,24202,5,10,122,1988,500888
16420,24202,5,4,122,1987,360000
16421,24202,5,7,121,1987,420000
16422,24202,5,1,121,1987,435000
16423,24202,5,1,132,1993,488000
16424,24202,5,1,122,1986,402888
16425,24202,5,4,121,1985,480000
16426,24202,5,10,122,1987,490000
16427,24202,5,7,122,1987,485000
16428,24202,5,1,127,1988,420000
16429,24202,5,10,122,1987,490000
16430,24202,5,4,122,1988,450000
16431,24202,6,1,142,1988,470000
16432,24202,6,1,146,1988,495000
16433,24202,6,10,145,1988,560000
16434,24202,6,1,146,1988,525000
16435,24202,6,4,146,1988,558000
16436,24202,6,4,146,1987,630000
16437,24202,6,7,142,1986,635000
16438,24203,3,1,70,2012,415000
16439,24203,3,7,73,1977,355000
16440,24203,3,4,68,1981,300000
16441,24203,3,1,68,1980,280000
16442,24203,3,10,68,1980,310000
16443,24203,3,13,67,1984,315000
16444,24203,3,10,67,1979,305000
16445,24203,3,10,74,1979,359000
16446,24203,3,10,74,1979,335000
16447,24203,3,4,82,1979,355000
16448,24203,3,7,67,1979,303000
16449,24203,3,10,67,1980,290000
16450,24203,3,10,68,1980,305000
16451,24203,3,7,67,1979,310000
16452,24203,3,1,67,1979,310000
16453,24203,3,7,67,1979,325800
16454,24203,3,4,67,1978,308000
16455,24203,3,7,67,1978,325000
16456,24203,3,7,73,1978,358000
16457,24203,3,10,67,1976,315000
16458,24203,3,7,88,1978,423000
16459,24203,3,1,67,1977,280000
16460,24203,3,4,67,1978,310000
16461,24203,3,4,61,1986,290000
16462,24203,3,4,82,1981,350000
16463,24203,3,1,68,1981,280888
16464,24203,3,7,68,1981,310000
16465,24203,3,1,82,1980,362000
16466,24203,3,4,82,1978,370000
16467,24203,3,10,68,1980,348000
16468,24203,3,10,67,1980,280000
16469,24203,3,7,89,1980,400000
16470,24203,3,7,68,1981,345000
16471,24203,3,7,67,1980,302000
16472,24203,3,10,68,1980,318500
16473,24203,3,10,68,1980,310000
16474,24203,3,4,67,1984,320000
16475,24203,3,10,68,1980,304000
16476,24203,4,1,91,1978,380000
16477,24203,4,4,98,1977,475000
16478,24203,4,10,91,1984,390000
16479,24203,4,4,92,1979,460000
16480,24203,4,1,92,1979,438888
16481,24203,4,1,92,1979,410000
16482,24203,4,7,93,1981,428000
16483,24203,4,7,92,1978,485000
16484,24203,4,4,92,1977,550000
16485,24203,4,10,91,1977,456000
16486,24203,4,10,92,1977,590000
16487,24203,4,10,92,1982,435000
16488,24203,4,7,91,1980,468000
16489,24203,4,4,92,1981,408000
16490,24203,4,7,93,1980,443000
16491,24203,4,4,91,1981,425000
16492,24203,4,7,92,1980,412000
16493,24203,4,16,85,2003,625000
16494,24203,4,28,95,2001,660888
16495,24203,4,4,90,2002,545000
16496,24203,5,4,119,2012,803888
16497,24203,5,7,119,1979,680000
16498,24203,5,10,117,1978,560000
16499,24203,5,10,118,1980,680000
16500,24203,5,19,118,1980,700000
16501,24203,5,1,121,1980,567000
16502,24203,5,10,117,2011,853000
16503,24203,5,16,120,2011,870000
16504,24203,6,4,152,1996,630000
16505,24203,6,7,149,1996,750888
16506,24203,6,7,149,1996,815000
16507,24203,2,7,45,1978,220000
16508,24203,3,4,67,1979,280000
16509,24203,3,4,67,1979,320000
16510,24203,3,4,67,1979,270000
16511,24203,3,4,67,1979,276000
16512,24203,3,4,81,1977,340000
16513,24203,3,1,67,1977,292000
16514,24203,3,4,67,1977,278000
16515,24203,3,7,73,1978,335000
16516,24203,3,1,68,1980,310000
16517,24203,3,10,67,1979,375000
16518,24203,3,4,67,1978,300000
16519,24203,3,4,82,1978,360000
16520,24203,3,13,67,1978,325000
16521,24203,3,4,60,1986,280000
16522,24203,3,10,68,1979,312000
16523,24203,3,7,68,1979,270000
16524,24203,3,7,82,1980,338000
16525,24203,3,1,68,1979,297000
16526,24203,3,7,68,1980,286000
16527,24203,3,1,67,1986,290000
16528,24203,3,7,68,1980,305000
16529,24203,3,1,67,1983,275000
16530,24203,3,7,67,1985,305000
16531,24203,3,4,67,1986,300000
16532,24203,3,1,67,1983,300000
16533,24203,3,7,65,1976,305000
16534,24203,3,13,59,1976,305000
16535,24203,3,4,59,1976,268000
16536,24203,3,4,59,1976,296000
16537,24203,3,7,88,1978,390000
16538,24203,3,4,65,1976,280000
16539,24203,3,1,65,1974,283000
16540,24203,3,7,75,1983,328000
16541,24203,3,10,65,1972,280000
16542,24203,3,1,67,1985,315000
16543,24203,3,10,68,1981,290000
16544,24203,3,4,65,1977,280000
16545,24203,3,4,60,1985,296000
16546,24203,4,10,94,2010,688000
16547,24203,4,1,94,2010,636000
16548,24203,4,4,92,1979,415000
16549,24203,4,1,92,1978,380000
16550,24203,4,1,92,1979,415000
16551,24203,4,10,92,2005,615000
16552,24203,4,7,92,2006,560000
16553,24203,4,7,91,1978,419500
16554,24203,4,7,85,2006,555000
16555,24203,4,10,91,1978,470000
16556,24203,4,1,91,1978,375000
16557,24203,4,10,83,1978,385000
16558,24203,4,1,96,1985,370000
16559,24203,4,1,84,1987,368000
16560,24203,4,4,111,1984,489000
16561,24203,4,4,103,1987,415000
16562,24203,4,4,84,1987,378000
16563,24203,4,4,84,1987,365000
16564,24203,4,4,84,1987,380000
16565,24203,4,7,103,1987,452000
16566,24203,4,10,84,1988,390000
16567,24203,4,4,105,2000,475000
16568,24203,4,4,105,2000,518000
16569,24203,4,7,90,1977,380000
16570,24203,4,7,105,1985,480000
16571,24203,4,4,104,1983,415000
16572,24203,4,7,106,1996,482000
16573,24203,4,7,108,1996,485000
16574,24203,5,10,112,2010,803000
16575,24203,5,7,112,2010,808000
16576,24203,5,10,121,1980,530000
16577,24203,5,16,119,1978,660000
16578,24203,5,4,117,1979,530000
16579,24203,5,7,137,1984,672888
16580,24203,5,4,121,1985,430000
16581,24203,5,4,123,1982,475000
16582,24203,5,1,137,1984,505000
16583,24203,5,16,115,2000,600000
16584,24203,5,16,123,1977,690000
16585,24203,5,13,123,1977,700000
16586,24203,5,16,119,1976,687000
16587,24203,5,4,121,1981,500000
16588,24203,5,10,128,1996,575000
16589,24203,5,4,126,1993,545000
16590,24203,5,10,128,1996,560000
16591,24203,5,4,122,1993,548000
16592,24203,6,10,148,1984,690000
16593,24203,6,1,150,1987,655000
16594,24203,6,13,142,1984,730000
16595,24203,6,1,154,1984,665000
16596,24203,6,7,146,1986,718000
16597,24203,3,7,64,1986,404000
16598,24203,3,10,67,1985,470000
16599,24203,3,7,64,1987,303000
16600,24203,3,4,64,1987,300000
16601,24203,3,4,65,1973,270000
16602,24203,4,7,104,1986,630000
16603,24203,4,4,83,1987,530000
16604,24203,4,7,83,1987,580000
16605,24203,4,4,83,1987,535000
16606,24203,4,13,103,1992,635000
16607,24203,4,4,105,1992,550000
16608,24203,4,1,115,1992,540000
16609,24203,4,4,103,1992,580000
16610,24203,4,4,102,1992,545000
16611,24203,4,7,95,2011,700008
16612,24203,4,1,104,1992,500000
16613,24203,4,4,95,2011,720000
16614,24203,4,7,95,2011,722800
16615,24203,4,28,102,1998,750000
16616,24203,4,1,109,1992,482000
16617,24203,4,4,95,2011,739888
16618,24203,4,7,95,2011,720000
16619,24203,4,34,95,2011,815800
16620,24203,4,1,100,1985,620000
16621,24203,4,7,105,1990,560000
16622,24203,5,4,121,1987,770000
16623,24203,5,7,130,1987,780000
16624,24203,5,13,121,1987,780000
16625,24203,5,10,137,1992,777000
16626,24203,5,19,121,1998,800000
16627,24203,5,34,120,2011,995000
16628,24203,5,16,120,2011,980000
16629,24203,5,16,123,1998,803888
16630,24203,5,22,120,1986,710000
16631,24203,5,10,120,1989,688000
16632,24203,6,1,146,1992,828000
16633,24203,6,10,190,1990,890000
16634,24203,6,1,150,1989,818000
16635,24203,3,4,64,1988,275000
16636,24203,3,4,64,1987,265000
16637,24203,3,7,73,1985,312000
16638,24203,3,7,69,1985,280000
16639,24203,3,1,75,1985,290000
16640,24203,3,10,73,1985,286000
16641,24203,3,4,73,1985,265000
16642,24203,3,1,68,1984,265000
16643,24203,3,4,73,1984,295000
16644,24203,3,4,73,1984,310000
16645,24203,3,4,69,1985,287000
16646,24203,3,1,68,1985,240000
16647,24203,3,4,68,1987,300000
16648,24203,3,1,64,1986,262000
16649,24203,3,4,68,1986,283000
16650,24203,3,1,64,1987,310000
16651,24203,3,10,68,1986,280000
16652,24203,3,7,69,1988,260000
16653,24203,3,4,69,1987,293000
16654,24203,3,10,73,1987,275000
16655,24203,3,10,60,1987,275000
16656,24203,3,7,69,1987,295000
16657,24203,3,10,69,1988,285000
16658,24203,3,4,60,1988,263000
16659,24203,3,7,68,1988,265000
16660,24203,3,10,68,1984,300000
16661,24203,3,10,73,1984,285000
16662,24203,3,1,68,1984,275000
16663,24203,3,1,73,1984,280000
16664,24203,3,1,67,1984,250000
16665,24203,3,4,73,1984,290000
16666,24203,4,1,102,1989,405000
16667,24203,4,10,105,1984,415000
16668,24203,4,7,104,1985,450000
16669,24203,4,13,103,1998,439000
16670,24203,4,16,102,1998,478000
16671,24203,4,13,103,1997,435000
16672,24203,4,7,92,1998,415000
16673,24203,4,7,94,1987,335000
16674,24203,4,10,84,1985,365000
16675,24203,4,4,93,1988,338000
16676,24203,4,4,93,1985,345000
16677,24203,4,4,84,1986,310000
16678,24203,4,1,94,1988,330000
16679,24203,4,4,85,1987,308000
16680,24203,4,10,94,1988,355000
16681,24203,4,1,103,1986,330000
16682,24203,4,1,94,1988,325888
16683,24203,4,13,86,2004,428000
16684,24203,4,10,92,2004,435000
16685,24203,4,10,90,2005,438888
16686,24203,4,1,92,2004,385000
16687,24203,4,16,92,2005,430000
16688,24203,4,4,103,1984,460000
16689,24203,4,4,105,1989,420000
16690,24203,4,10,106,1984,485000
16691,24203,5,7,118,1997,623000
16692,24203,5,7,133,1985,678000
16693,24203,5,1,121,1997,510000
16694,24203,5,7,122,1986,450000
16695,24203,5,4,118,2004,535000
16696,24203,5,28,115,2005,588000
